datetime,date,hour,wind_speed_ms,wind_direction_deg,wind_vx,wind_vy
2025-10-18 07:00:00,2025-10-18,7,1.21,310.3,-0.9228286789317824,0.7826156332076565
2025-10-18 08:00:00,2025-10-18,8,0.98,313.8,-0.7073250235363948,0.6783003103929988
2025-10-18 09:00:00,2025-10-18,9,1.07,62.2,0.9465016434801399,0.49903370516368367
2025-10-18 10:00:00,2025-10-18,10,1.06,89.5,1.0599596384480217,0.00925012762827633
2025-10-18 11:00:00,2025-10-18,11,0.75,109.4,0.7074169934607007,-0.24912084891277747
2025-10-18 12:00:00,2025-10-18,12,0.4,130.0,0.3064177772475912,-0.25711504387461576
2025-10-18 13:00:00,2025-10-18,13,0.19,198.4,-0.05997331701994944,-0.18028644221245435
2025-10-18 14:00:00,2025-10-18,14,0.34,253.1,-0.3253166185795865,-0.098838745823406
2025-10-18 15:00:00,2025-10-18,15,0.37,265.4,-0.3688081850288114,-0.029673602001677988
2025-10-18 16:00:00,2025-10-18,16,0.25,267.7,-0.2497985987786115,-0.01003294813314002
2025-10-18 17:00:00,2025-10-18,17,0.16,227.5,-0.11796437388961982,-0.10809443321850566
2025-10-18 18:00:00,2025-10-18,18,0.12,189.5,-0.01980571270328129,-0.11835427218446777
2025-10-18 19:00:00,2025-10-18,19,0.14,146.3,0.0776782198427199,-0.11647357709826757
